StudyHours,Attendance,PastScore,Internet,SleepHours,Passed
4,95,91,No,4,Yes
2,64,96,Yes,10,Yes
6,70,80,No,10,Yes
6,74,42,No,8,No
5,51,96,No,6,Yes
8,94,66,No,4,Yes
6,92,65,Yes,5,Yes
4,77,70,Yes,7,No
3,80,22,No,7,No
5,86,66,No,6,No
1,50,90,No,5,No
3,76,53,No,9,No
10,75,70,Yes,3,Yes
3,72,50,Yes,8,No
3,61,74,Yes,8,No
7,63,72,No,3,No
1,78,90,Yes,8,No
1,100,44,Yes,8,No
2,69,89,No,6,No
9,92,90,No,4,Yes
5,56,89,No,4,No
5,50,51,No,3,No
2,99,76,No,10,Yes
6,61,50,No,8,No
1,58,31,No,7,No
3,66,36,Yes,3,No
7,96,37,Yes,7,No
4,63,92,No,7,Yes
1,95,84,No,5,No
9,54,90,No,3,Yes
7,74,72,No,8,Yes
2,71,38,No,4,No
8,81,49,No,8,Yes
2,99,21,No,8,No
3,87,40,Yes,3,No
10,95,48,No,10,Yes
8,55,40,No,5,No
3,40,43,Yes,5,No
10,56,91,No,8,Yes
2,59,88,Yes,6,No
2,50,57,Yes,4,No
1,86,73,Yes,9,No
4,76,27,Yes,7,No
8,50,69,No,10,Yes
8,69,52,No,8,Yes
7,69,98,No,7,Yes
9,50,37,No,6,No
5,85,51,No,9,No
7,54,51,No,3,No
6,97,41,No,7,No
4,81,24,No,8,No
5,54,70,No,10,No
5,84,21,Yes,9,No
5,56,96,No,4,No
7,67,96,Yes,5,Yes
5,54,44,Yes,3,No
7,76,41,Yes,7,No
9,91,98,Yes,3,Yes
6,100,91,No,7,Yes
3,57,60,No,8,No
5,40,23,No,10,No
10,47,64,Yes,4,No
8,90,68,Yes,4,Yes
8,63,77,No,3,No
2,44,84,No,4,No
7,83,89,No,6,Yes
8,47,35,No,3,No
10,74,92,Yes,8,Yes
8,93,71,No,10,Yes
8,48,52,No,4,No
6,93,32,Yes,4,No
7,81,24,No,10,No
1,72,54,Yes,10,No
8,74,97,Yes,9,Yes
9,100,33,Yes,4,No
8,49,80,No,5,Yes
5,56,27,No,7,No
9,51,55,No,3,No
2,88,57,Yes,4,No
7,41,45,No,4,No
4,79,49,No,9,No
6,49,39,No,6,No
6,40,83,Yes,4,No
8,84,95,No,4,Yes
2,70,54,Yes,7,No
5,80,98,No,3,Yes
7,70,79,Yes,7,Yes
1,74,76,Yes,5,No
5,67,96,No,9,Yes
9,51,38,No,10,No
10,86,41,Yes,3,No
10,85,48,No,9,Yes
10,44,57,Yes,10,Yes
3,82,61,No,4,No
6,92,46,No,6,No
7,43,24,Yes,10,No
1,74,31,Yes,8,No
2,91,59,Yes,5,No
1,84,80,No,8,No
8,53,51,Yes,4,No
5,50,94,No,10,Yes
5,86,43,Yes,5,No
4,79,56,Yes,8,No
4,99,96,Yes,8,Yes
10,41,82,No,10,Yes
3,42,42,No,4,No
1,97,53,No,4,No
9,83,90,Yes,8,Yes
1,63,62,No,10,No
10,97,76,No,9,Yes
10,92,63,No,8,Yes
8,45,50,Yes,4,No
10,53,30,Yes,4,No
10,68,53,No,6,Yes
9,77,23,Yes,8,No
10,40,50,No,6,No
7,85,53,No,3,No
3,49,57,Yes,4,No
6,65,64,No,4,No
9,70,65,No,10,Yes
6,99,68,No,8,Yes
8,73,43,Yes,4,No
7,72,38,No,9,No
3,46,46,Yes,4,No
1,88,97,Yes,8,Yes
3,43,46,No,8,No
3,43,48,Yes,10,No
7,77,42,Yes,5,No
3,76,50,No,3,No
6,93,64,Yes,9,Yes
1,80,83,No,6,No
4,40,65,No,10,No
9,88,83,No,9,Yes
1,91,63,No,4,No
1,94,89,Yes,10,Yes
3,99,69,Yes,8,Yes
10,44,54,Yes,7,No
8,75,80,No,6,Yes
2,81,80,No,8,No
7,84,27,Yes,10,No
7,53,62,Yes,6,No
6,63,69,Yes,10,Yes
5,75,43,No,7,No
9,92,29,No,9,Yes
8,56,24,Yes,6,No
5,65,22,No,8,No
10,62,57,No,8,Yes
1,66,56,Yes,10,No
5,72,77,Yes,3,No
6,66,40,No,4,No
3,60,82,Yes,7,No
2,54,61,No,4,No
1,83,24,Yes,9,No
3,75,40,Yes,10,No
10,64,21,Yes,4,No
1,84,43,Yes,7,No
1,83,90,Yes,3,No
7,71,44,No,3,No
10,85,91,Yes,4,Yes
5,93,93,No,3,Yes
10,91,55,Yes,7,Yes
10,55,87,No,4,Yes
5,66,55,Yes,10,No
8,90,82,Yes,9,Yes
4,66,77,Yes,6,No
1,61,62,Yes,6,No
3,96,95,Yes,10,Yes
5,45,85,No,4,No
3,60,83,Yes,9,No
1,100,57,Yes,8,No
6,85,82,Yes,4,Yes
10,63,86,No,4,Yes
6,85,78,Yes,9,Yes
9,65,44,No,3,No
4,67,34,Yes,6,No
8,78,44,Yes,8,Yes
2,79,57,Yes,5,No
5,53,31,No,3,No
2,63,22,Yes,4,No
8,52,58,Yes,9,Yes
9,79,55,Yes,8,Yes
4,44,64,No,9,No
7,95,89,No,5,Yes
8,69,57,No,5,No
6,71,61,No,7,No
2,74,22,No,8,No
10,80,50,Yes,6,Yes
3,65,75,Yes,7,No
8,63,95,Yes,9,Yes
4,93,20,No,4,No
3,84,25,No,7,No
2,90,62,No,7,No
8,80,65,No,6,Yes
5,81,54,No,7,No
4,41,70,Yes,7,No
1,94,22,Yes,4,No
1,94,95,No,7,Yes
10,40,50,Yes,7,No
1,52,35,Yes,6,No
6,82,52,No,8,No
6,43,50,No,9,No
8,100,28,No,5,No
4,77,95,Yes,9,Yes
2,53,22,No,7,No
10,67,58,Yes,7,Yes
7,69,80,No,6,Yes
8,60,31,Yes,9,No
9,100,76,Yes,8,Yes
7,48,25,Yes,10,No
5,89,62,Yes,9,Yes
2,56,62,Yes,6,No
10,60,64,No,9,Yes
4,98,54,Yes,3,No
10,65,55,No,6,Yes
5,97,64,Yes,8,Yes
8,68,38,No,7,No
10,93,54,Yes,9,Yes
9,81,58,Yes,8,Yes
7,64,21,No,6,No
1,60,29,No,10,No
8,67,93,No,10,Yes
3,40,61,No,3,No
10,95,70,No,8,Yes
8,71,48,No,4,No
6,83,39,No,10,No
5,82,89,Yes,4,Yes
9,41,96,Yes,3,Yes
9,60,64,Yes,5,Yes
6,85,23,Yes,4,No
4,70,88,No,9,Yes
5,100,57,Yes,3,No
9,93,69,No,7,Yes
7,66,94,Yes,9,Yes
5,42,60,No,9,No
3,52,84,No,6,No
10,67,78,Yes,4,Yes
8,63,58,Yes,8,Yes
5,91,35,No,4,No
8,72,24,No,6,No
6,94,31,No,9,No
4,52,79,No,6,No
7,43,88,No,5,No
8,65,92,Yes,8,Yes
10,55,48,No,10,Yes
2,79,34,Yes,7,No
7,48,34,Yes,5,No
6,90,28,No,8,No
2,93,30,Yes,5,No
1,88,55,No,8,No
6,70,52,Yes,9,No
3,66,71,Yes,10,No
4,58,27,No,9,No
6,72,64,Yes,3,No
6,75,33,No,3,No
10,62,70,No,7,Yes
9,47,96,No,8,Yes
7,75,79,No,9,Yes
7,57,61,Yes,6,No
6,62,83,No,6,Yes
1,59,74,No,9,No
5,42,82,No,5,No
4,55,23,Yes,5,No
7,57,35,Yes,9,No
1,70,39,No,3,No
6,55,90,No,4,No
1,89,96,Yes,5,No
9,59,87,Yes,3,Yes
1,41,98,No,8,No
2,77,43,No,5,No
8,92,52,No,6,Yes
2,96,31,No,5,No
9,80,89,Yes,4,Yes
4,41,22,Yes,10,No
3,63,51,Yes,4,No
10,64,60,No,4,Yes
9,100,99,Yes,10,Yes
8,66,44,Yes,3,No
2,75,55,Yes,3,No
5,74,43,No,6,No
2,46,85,Yes,6,No
10,87,99,No,5,Yes
4,53,98,Yes,3,No
6,91,37,No,6,No
8,67,38,Yes,7,No
7,65,91,Yes,10,Yes
4,94,71,No,7,Yes
6,88,65,Yes,6,Yes
10,98,64,No,4,Yes
1,41,79,Yes,7,No
7,100,51,No,4,No
1,75,72,Yes,4,No
10,83,73,No,7,Yes
8,82,28,Yes,5,No
3,43,43,Yes,9,No
6,58,54,Yes,5,No
7,87,56,No,5,No
9,69,98,No,10,Yes
10,46,28,No,9,No
4,92,48,Yes,5,No
7,63,60,Yes,8,No
5,87,68,Yes,7,Yes
6,75,20,Yes,8,No
2,55,67,Yes,6,No
8,72,67,Yes,3,No
6,90,64,Yes,5,Yes
10,96,83,No,9,Yes
9,55,43,No,3,No
7,76,72,Yes,4,Yes
10,74,70,Yes,9,Yes
6,91,22,Yes,6,No
10,64,35,Yes,9,Yes
1,95,55,Yes,3,No
5,76,54,No,9,No
6,41,65,Yes,8,No
6,52,25,No,7,No
8,68,48,No,8,No
7,95,90,Yes,10,Yes
9,47,82,Yes,3,No
8,43,84,Yes,3,No
2,86,72,Yes,9,No
2,79,95,Yes,10,Yes
7,96,96,Yes,7,Yes
6,62,77,Yes,8,Yes
2,92,70,No,4,No
5,41,48,Yes,8,No
8,69,32,No,5,No
9,96,21,Yes,5,No
4,48,31,No,6,No
5,100,68,Yes,10,Yes
1,84,90,No,4,No
1,67,83,No,6,No
1,92,89,Yes,6,No
5,86,60,No,3,No
4,82,83,Yes,4,No
10,71,34,Yes,9,Yes
4,67,21,No,3,No
1,61,91,Yes,3,No
10,56,36,No,5,No
10,54,50,Yes,7,Yes
1,64,98,No,3,No
9,89,52,No,9,Yes
8,98,63,No,10,Yes
5,69,68,No,7,No
8,76,80,No,7,Yes
6,93,27,No,8,No
3,56,63,No,5,No
1,41,25,No,4,No
5,63,97,Yes,3,No
7,64,86,No,6,Yes
3,77,85,Yes,7,Yes
7,100,83,Yes,7,Yes
1,85,99,Yes,9,Yes
7,99,100,Yes,3,Yes
8,71,71,Yes,7,Yes
7,46,35,Yes,5,No
6,75,45,No,5,No
4,58,78,No,10,Yes
8,63,94,Yes,8,Yes
5,94,80,No,9,Yes
3,69,92,Yes,3,No
6,91,37,Yes,3,No
9,83,45,No,8,Yes
1,87,88,No,3,No
1,60,53,No,6,No
8,72,95,No,4,Yes
9,83,20,Yes,9,No
3,65,50,No,3,No
8,75,84,Yes,5,Yes
6,83,25,No,6,No
4,96,24,Yes,10,No
10,94,89,Yes,10,Yes
5,59,71,No,7,No
1,47,29,Yes,5,No
9,53,55,Yes,4,No
2,78,63,Yes,8,No
1,93,96,Yes,5,No
5,71,97,No,7,Yes
4,65,47,No,10,No
7,64,99,Yes,3,Yes
3,93,91,No,7,Yes
2,55,77,No,9,No
7,83,88,Yes,5,Yes
6,100,92,No,5,Yes
9,95,60,No,4,Yes
10,85,46,Yes,8,Yes
7,60,25,No,5,No
3,87,100,No,5,Yes
9,84,64,No,5,Yes
6,83,96,Yes,6,Yes
7,99,90,Yes,8,Yes
4,64,45,Yes,3,No
3,68,29,Yes,5,No
4,99,69,No,10,Yes
8,41,68,Yes,7,No
3,70,38,Yes,10,No
9,83,76,No,6,Yes
1,84,95,No,10,Yes
7,99,62,Yes,6,Yes
5,86,59,No,9,Yes
8,67,27,Yes,5,No
3,79,54,Yes,3,No
3,74,96,No,4,No
4,99,60,Yes,7,No
8,92,60,No,3,Yes
7,45,24,No,9,No
10,45,97,Yes,8,Yes
4,47,41,Yes,3,No
5,95,83,Yes,9,Yes
10,95,29,No,4,No
5,51,46,No,7,No
2,79,58,No,3,No
1,82,92,No,5,No
8,75,50,Yes,4,No
1,95,27,No,7,No
7,89,53,Yes,9,Yes
3,44,74,Yes,9,No
3,42,80,No,8,No
3,89,80,Yes,4,No
3,94,92,Yes,6,Yes
8,66,83,Yes,4,Yes
6,53,47,Yes,3,No
1,40,60,No,6,No
3,53,40,No,8,No
7,52,61,Yes,6,No
5,42,57,No,8,No
9,95,79,No,3,Yes
4,70,71,Yes,4,No
6,81,26,No,10,No
6,60,84,No,6,Yes
3,43,58,No,3,No
5,63,79,Yes,5,No
4,81,30,Yes,6,No
9,81,52,Yes,8,Yes
7,47,73,Yes,8,Yes
5,96,80,No,8,Yes
1,75,85,Yes,9,No
7,48,90,Yes,10,Yes
7,53,99,Yes,3,Yes
2,49,32,No,10,No
2,55,23,Yes,9,No
8,54,86,Yes,4,Yes
9,99,92,Yes,7,Yes
8,45,65,Yes,4,No
5,70,45,No,3,No
3,55,45,Yes,9,No
7,71,45,No,8,No
7,85,57,Yes,6,Yes
3,74,100,No,7,Yes
2,44,35,No,9,No
9,83,46,No,4,No
2,49,39,No,8,No
8,50,77,Yes,9,Yes
5,59,77,Yes,9,Yes
7,77,97,No,9,Yes
2,80,50,No,6,No
8,81,34,Yes,3,No
5,49,34,Yes,10,No
8,74,37,Yes,5,No
2,81,92,No,7,Yes
4,57,67,No,6,No
7,78,28,No,8,No
8,91,80,Yes,4,Yes
5,58,34,Yes,8,No
6,49,61,Yes,4,No
8,45,85,No,10,Yes
6,52,55,Yes,9,No
6,50,72,No,10,Yes
4,75,73,Yes,8,No
10,50,97,Yes,8,Yes
3,97,68,No,9,Yes
3,91,54,Yes,4,No
8,62,51,Yes,6,No
7,76,89,No,6,Yes
1,93,75,Yes,6,No
2,100,27,Yes,10,No
6,81,95,No,6,Yes
2,71,77,Yes,10,No
2,69,31,No,8,No
4,51,22,Yes,5,No
10,64,23,No,3,No
5,79,92,Yes,9,Yes
4,71,87,No,10,Yes
1,92,40,No,10,No
4,94,25,No,5,No
6,100,71,No,8,Yes
8,46,36,No,3,No
6,56,66,Yes,4,No
6,63,32,Yes,10,No
9,42,86,No,5,Yes
4,97,79,Yes,9,Yes
7,49,41,Yes,8,No
10,64,52,No,6,Yes
6,51,37,Yes,3,No
4,62,53,No,5,No
9,58,82,No,7,Yes
10,94,92,No,10,Yes
7,72,45,Yes,9,No
6,48,39,No,6,No
3,47,96,Yes,6,No
3,65,44,Yes,6,No
9,86,63,No,4,Yes
8,47,62,No,5,No
4,45,90,No,6,No
1,46,45,Yes,3,No
2,60,82,Yes,3,No
8,79,52,Yes,7,Yes
2,86,26,Yes,3,No
7,93,66,No,7,Yes
8,65,53,Yes,6,No
3,50,85,Yes,7,No
1,99,91,No,9,Yes
2,89,99,No,4,Yes
1,49,88,Yes,5,No
3,100,72,Yes,8,Yes
6,45,65,Yes,5,No
8,87,81,Yes,5,Yes
9,70,24,No,3,No
5,94,46,No,9,No
8,74,61,No,9,Yes
10,51,89,Yes,5,Yes
6,80,42,No,10,No
8,49,77,Yes,7,Yes
1,76,95,Yes,6,No
7,99,20,No,7,No
9,72,60,Yes,5,Yes
4,70,98,Yes,4,Yes
10,85,66,Yes,7,Yes
5,74,72,No,8,Yes
6,69,48,Yes,4,No
2,74,100,Yes,7,Yes
3,54,56,No,8,No
9,86,39,Yes,4,No
2,86,84,No,10,Yes
4,89,57,Yes,10,Yes
10,45,81,Yes,4,Yes
3,96,57,No,10,Yes
5,67,79,Yes,3,No
6,63,85,Yes,6,Yes
4,65,47,No,3,No
4,76,94,Yes,7,Yes
8,79,72,No,9,Yes
1,60,23,No,9,No
2,57,65,No,4,No
4,80,71,Yes,8,Yes
5,71,30,Yes,9,No
9,48,40,No,4,No
6,61,45,No,7,No
6,77,21,No,10,No
4,98,98,No,3,Yes
9,82,55,No,7,Yes
6,49,76,No,10,Yes
10,83,82,Yes,9,Yes
4,90,96,No,7,Yes
1,60,42,Yes,8,No
3,82,65,No,8,No
1,65,74,Yes,7,No
1,54,46,No,4,No
7,50,36,No,8,No
5,46,32,No,3,No
7,45,72,No,5,No
10,62,52,No,4,No
9,49,50,Yes,8,No
7,96,38,No,4,No
3,43,61,No,6,No
4,84,81,Yes,10,Yes
6,85,71,No,10,Yes
9,92,28,No,8,Yes
8,77,79,No,7,Yes
10,68,53,No,5,Yes
3,88,69,No,9,Yes
10,83,24,No,6,No
8,78,56,Yes,6,Yes
7,51,77,Yes,4,No
2,79,74,Yes,5,No
2,73,33,Yes,3,No
7,59,87,No,8,Yes
1,79,40,Yes,3,No
8,100,66,Yes,10,Yes
10,81,40,No,5,Yes
10,66,69,No,6,Yes
6,98,24,No,5,No
3,48,73,No,3,No
10,62,33,Yes,10,Yes
7,61,21,Yes,7,No
5,98,99,Yes,7,Yes
4,49,92,No,6,No
10,66,28,Yes,6,No
8,87,26,Yes,10,Yes
1,77,84,Yes,6,No
8,100,70,Yes,5,Yes
1,53,78,No,3,No
8,54,92,Yes,9,Yes
9,59,95,Yes,4,Yes
2,92,45,No,5,No
10,87,64,Yes,10,Yes
1,76,70,Yes,8,No
10,41,90,Yes,8,Yes
4,44,63,No,10,No
5,90,22,No,7,No
9,60,93,Yes,8,Yes
4,71,41,No,4,No
5,71,32,Yes,8,No
1,91,72,No,10,No
5,41,33,Yes,5,No
7,70,22,Yes,6,No
2,93,58,Yes,4,No
10,43,86,Yes,3,Yes
6,80,88,No,9,Yes
6,71,42,No,8,No
3,65,65,No,8,No
9,69,36,No,5,No
9,76,61,Yes,4,Yes
1,82,86,No,6,No
2,81,93,No,4,No
4,72,82,Yes,10,Yes
8,56,61,Yes,3,No
8,50,94,No,9,Yes
1,50,29,No,4,No
3,75,88,Yes,5,No
7,99,81,No,7,Yes
10,49,88,No,9,Yes
10,78,66,Yes,9,Yes
2,54,29,Yes,7,No
3,65,94,No,4,No
2,95,38,Yes,10,No
5,77,73,No,4,No
5,73,56,No,10,No
8,95,76,Yes,9,Yes
7,75,60,No,8,Yes
1,84,37,No,4,No
3,67,50,No,4,No
6,90,28,No,8,No
4,94,27,No,6,No
8,46,56,Yes,4,No
1,56,23,No,10,No
3,65,91,Yes,8,Yes
8,59,24,Yes,8,No
4,56,39,No,4,No
6,70,78,Yes,9,Yes
3,52,22,Yes,4,No
1,57,39,Yes,10,No
2,63,35,Yes,10,No
5,44,96,No,8,Yes
3,69,75,Yes,9,No
4,48,95,No,4,No
2,61,70,Yes,9,No
5,60,78,No,5,No
9,44,92,No,9,Yes
10,70,58,Yes,10,Yes
3,87,88,Yes,3,No
8,44,26,Yes,7,No
1,91,100,No,6,Yes
10,100,44,No,8,Yes
10,99,99,No,5,Yes
7,56,66,No,3,No
10,98,67,No,9,Yes
10,84,88,Yes,3,Yes
3,45,84,Yes,5,No
5,53,24,Yes,4,No
10,91,63,Yes,8,Yes
4,100,87,Yes,3,Yes
3,56,58,Yes,8,No
5,67,69,Yes,3,No
10,53,85,Yes,9,Yes
1,51,98,Yes,10,No
10,95,87,No,10,Yes
9,61,27,No,5,No
2,86,67,Yes,10,No
2,92,65,Yes,9,No
8,55,88,Yes,6,Yes
6,59,94,Yes,10,Yes
4,46,29,No,3,No
3,47,29,No,7,No
9,81,39,No,4,No
6,88,43,Yes,3,No
4,72,96,Yes,4,Yes
3,43,80,Yes,8,No
2,66,57,Yes,3,No
5,56,28,No,3,No
1,52,93,No,3,No
10,81,67,No,6,Yes
4,43,35,Yes,6,No
2,40,76,No,7,No
10,87,86,Yes,4,Yes
9,73,58,Yes,6,Yes
2,71,49,Yes,9,No
10,92,94,Yes,8,Yes
7,87,38,Yes,8,No
4,95,48,Yes,4,No
9,79,76,Yes,5,Yes
10,90,99,Yes,3,Yes
2,80,34,No,4,No
5,77,52,No,7,No
9,88,47,No,3,No
5,46,48,Yes,3,No
1,73,42,No,5,No
3,66,43,No,3,No
6,100,78,No,3,Yes
9,85,65,No,5,Yes
6,81,66,Yes,4,No
7,57,79,Yes,10,Yes
10,68,39,Yes,4,No
6,57,91,No,7,Yes
4,42,48,No,4,No
6,48,76,Yes,9,Yes
4,77,80,Yes,8,Yes
3,60,98,Yes,9,Yes
1,60,32,No,6,No
5,43,39,Yes,10,No
10,76,65,No,7,Yes
9,60,33,No,3,No
7,76,35,Yes,9,No
6,40,86,No,8,Yes
6,55,58,Yes,8,No
7,78,37,Yes,3,No
3,49,50,Yes,10,No
10,41,51,No,8,No
4,93,67,No,9,Yes
5,45,51,Yes,9,No
4,59,54,No,7,No
6,93,22,No,10,No
10,71,57,No,5,Yes
5,70,58,Yes,4,No
5,95,72,No,10,Yes
8,40,44,Yes,7,No
3,59,57,No,5,No
9,84,45,Yes,7,Yes
1,51,86,Yes,7,No
8,46,60,Yes,4,No
9,83,47,No,5,Yes
10,92,96,No,3,Yes
3,95,87,No,8,Yes
2,64,45,Yes,6,No
1,97,89,No,5,No
2,71,37,No,6,No
7,56,90,Yes,6,Yes
7,77,20,No,6,No
6,40,88,No,6,No
10,80,85,No,9,Yes
8,47,71,No,3,No
2,79,55,Yes,7,No
10,53,45,Yes,6,No
4,89,67,Yes,5,No
8,96,94,No,9,Yes
3,77,60,No,7,No
4,86,99,No,6,Yes
7,86,26,No,4,No
6,92,62,No,10,Yes
2,98,30,No,3,No
8,68,56,Yes,8,Yes
2,83,94,Yes,7,Yes
10,82,95,No,5,Yes
3,89,88,Yes,8,Yes
1,47,48,No,10,No
3,68,56,No,6,No
4,79,97,Yes,8,Yes
10,46,70,Yes,8,Yes
8,66,56,No,6,No
7,90,50,Yes,3,No
6,64,49,No,8,No
4,86,81,No,6,Yes
1,52,70,Yes,5,No
8,63,33,Yes,5,No
8,77,44,Yes,7,No
8,60,57,Yes,10,Yes
8,96,94,Yes,5,Yes
7,95,86,No,6,Yes
5,69,71,Yes,3,No
6,88,95,Yes,8,Yes
5,68,86,Yes,8,Yes
7,40,60,Yes,9,No
6,87,64,No,3,No
5,96,57,No,3,No
3,56,74,No,7,No
2,91,40,No,5,No
4,76,35,Yes,10,No
5,85,27,No,9,No
8,77,58,No,7,Yes
4,72,92,Yes,3,No
1,42,32,No,10,No
1,60,98,Yes,7,No
4,64,46,Yes,7,No
6,49,49,Yes,10,No
9,63,26,Yes,10,No
5,85,97,Yes,4,Yes
9,44,83,Yes,3,No
6,77,21,Yes,8,No
5,93,32,No,4,No
6,67,85,Yes,8,Yes
10,65,50,No,9,Yes
2,48,91,Yes,8,No
9,83,86,Yes,3,Yes
6,73,70,Yes,8,Yes
2,83,82,No,7,No
10,95,92,Yes,6,Yes
2,63,61,No,6,No
2,48,60,No,6,No
1,62,93,No,8,No
2,97,45,No,9,No
1,49,86,Yes,5,No
8,50,60,Yes,8,No
4,90,43,Yes,5,No
2,47,39,No,4,No
5,64,42,No,6,No
3,96,67,Yes,4,No
1,88,43,Yes,5,No
8,73,41,Yes,10,Yes
1,48,36,No,10,No
9,41,56,No,6,No
1,52,85,No,6,No
4,86,27,No,9,No
1,88,40,Yes,10,No
5,64,45,No,6,No
10,52,50,No,10,Yes
8,57,73,Yes,5,Yes
7,82,72,Yes,5,Yes
2,60,58,No,7,No
6,100,70,No,4,Yes
3,96,70,Yes,10,Yes
2,66,39,No,5,No
10,48,56,No,5,No
8,53,85,No,3,No
8,75,91,Yes,3,Yes
1,78,35,No,8,No
7,53,38,No,9,No
8,62,60,Yes,9,Yes
2,91,23,Yes,7,No
7,65,46,Yes,3,No
10,81,40,Yes,5,Yes
4,45,33,No,3,No
2,83,67,No,4,No
4,84,42,Yes,8,No
7,52,76,No,3,No
9,95,85,No,4,Yes
8,66,20,No,7,No
7,42,64,Yes,5,No
9,85,58,Yes,8,Yes
2,87,69,No,5,No
9,81,62,No,7,Yes
3,72,21,No,8,No
4,52,76,No,4,No
10,68,68,Yes,9,Yes
1,47,45,No,3,No
7,58,64,Yes,5,No
3,58,49,No,8,No
4,60,23,No,9,No
4,92,35,Yes,4,No
5,74,20,No,7,No
10,42,43,No,7,No
8,89,47,Yes,3,No
5,92,60,Yes,7,Yes
1,67,64,Yes,4,No
3,96,59,No,8,No
3,46,96,No,10,Yes
3,98,59,No,8,No
4,67,73,Yes,5,No
7,96,81,No,10,Yes
4,62,29,No,6,No
9,40,43,Yes,7,No
7,78,37,Yes,7,No
8,64,25,No,10,No
4,98,93,No,8,Yes
7,70,65,Yes,4,No
5,95,28,Yes,5,No
2,66,68,No,3,No
9,65,55,No,3,No
5,69,87,No,9,Yes
5,52,41,Yes,5,No
2,93,26,No,9,No
4,60,29,No,9,No
6,67,78,Yes,8,Yes
8,53,83,No,3,No
10,88,79,No,9,Yes
10,94,40,No,7,Yes
5,41,67,No,4,No
8,60,94,No,8,Yes
3,98,92,No,7,Yes
2,47,56,No,8,No
2,77,55,No,9,No
7,62,93,Yes,8,Yes
6,76,54,Yes,3,No
7,78,69,Yes,5,Yes
4,92,91,No,10,Yes
1,80,90,Yes,3,No
6,45,65,Yes,8,No
9,75,30,Yes,8,No
3,96,75,No,4,No
7,84,61,Yes,4,No
6,97,30,No,3,No
4,50,91,Yes,7,No
1,55,75,Yes,10,No
2,98,32,Yes,6,No
1,82,68,Yes,8,No
4,42,77,No,6,No
9,70,100,No,3,Yes
4,58,75,No,10,No
2,84,73,No,10,Yes
7,51,61,No,6,No
3,61,98,No,5,No
9,56,59,No,9,Yes
3,76,28,Yes,9,No
8,79,36,No,10,Yes
6,92,28,Yes,8,No
8,79,47,No,10,Yes
1,75,55,No,6,No
4,84,86,Yes,5,Yes
3,73,87,Yes,10,Yes
8,65,38,No,3,No
6,86,48,No,6,No
7,62,97,No,3,Yes
8,87,25,No,3,No
4,95,26,Yes,7,No
5,53,96,No,8,Yes
10,78,49,Yes,6,Yes
4,57,81,Yes,10,Yes
5,62,81,No,9,Yes
5,48,87,No,3,No
2,69,61,Yes,8,No
10,41,81,Yes,3,Yes
3,82,40,Yes,3,No
10,68,77,No,7,Yes
5,59,87,No,7,Yes
4,67,40,No,8,No
8,91,34,No,4,No
6,94,31,No,9,No
7,47,49,Yes,5,No
8,45,97,Yes,5,Yes
8,75,70,Yes,6,Yes
6,61,45,No,10,No
5,91,59,Yes,3,No
2,94,61,Yes,7,No
1,42,51,No,3,No
9,88,37,No,8,Yes
3,73,45,Yes,6,No
8,56,54,No,3,No
1,76,41,No,5,No
10,55,50,Yes,4,No
7,97,35,No,8,Yes
4,56,98,No,6,Yes
4,49,38,No,7,No
1,48,49,No,7,No
10,46,99,No,4,Yes
9,87,91,Yes,8,Yes
2,61,72,No,10,No
8,61,100,No,6,Yes
10,92,22,Yes,6,No
5,84,46,Yes,6,No
4,87,77,Yes,5,No
9,59,55,No,3,No
1,85,23,No,3,No
9,40,74,No,4,No
3,86,92,Yes,5,Yes
7,66,30,Yes,4,No
4,48,33,Yes,6,No
6,63,83,No,10,Yes
7,99,67,No,9,Yes
7,55,25,No,9,No
10,53,24,No,8,No
6,100,93,Yes,10,Yes
1,72,63,Yes,8,No
6,47,72,Yes,8,No
4,64,76,No,5,No
10,68,97,Yes,6,Yes
2,61,76,Yes,4,No
4,97,23,Yes,6,No
6,57,48,Yes,9,No
6,67,40,No,6,No
9,47,97,No,7,Yes
7,67,49,Yes,8,No
9,44,27,No,5,No
3,57,99,No,6,No
2,54,37,Yes,9,No
9,94,58,No,10,Yes
4,57,53,Yes,8,No
8,49,85,Yes,8,Yes
9,74,99,Yes,3,Yes
7,71,91,Yes,10,Yes
6,46,86,No,6,No
10,75,72,No,7,Yes
1,72,65,Yes,10,No
7,89,64,Yes,5,Yes
2,41,95,Yes,7,No
8,80,86,Yes,7,Yes
10,81,25,Yes,5,No
7,66,86,Yes,4,Yes
4,75,83,Yes,6,No
4,69,86,Yes,10,Yes
3,74,94,No,10,Yes
3,99,79,Yes,8,Yes
4,99,58,No,7,No
6,62,95,Yes,4,Yes
9,53,61,No,9,Yes
8,95,64,No,6,Yes
10,42,89,Yes,10,Yes
5,62,39,Yes,10,No
6,100,82,No,5,Yes
10,56,80,No,9,Yes
2,42,25,Yes,7,No
3,55,95,No,5,No
9,60,21,Yes,10,No
4,51,86,No,3,No
3,42,78,Yes,7,No
4,55,54,No,9,No
7,40,27,Yes,10,No
8,72,92,No,5,Yes
7,52,63,No,4,No
7,48,93,Yes,3,No
4,75,36,Yes,9,No
7,49,20,No,5,No
10,93,80,Yes,9,Yes
1,69,21,No,3,No
2,60,38,No,4,No
1,73,64,Yes,9,No
10,57,27,No,5,No
7,82,100,Yes,5,Yes
10,100,96,Yes,8,Yes
